site_no,datetime,discharge_va,discharge_va_cd
8108700,5/15/2001,7690,A
8108700,5/16/2001,6410,A
8108700,5/17/2001,5710,A
8108700,5/18/2001,5800,A
8108700,5/19/2001,5280,A
8108700,5/20/2001,5280,A
8108700,5/21/2001,3780,A
8108700,5/22/2001,3110,A
8108700,5/23/2001,3520,A
8108700,5/24/2001,3140,A
8108700,5/25/2001,2510,A
8108700,5/26/2001,2780,A
8108700,5/27/2001,2720,A
8108700,5/28/2001,2620,A
8108700,5/29/2001,2620,A
8108700,5/30/2001,3090,A
8108700,5/31/2001,2620,A
8108700,6/1/2001,2530,A
8108700,6/2/2001,3210,A
8108700,6/3/2001,2790,A
8108700,6/4/2001,1960,A
8108700,6/5/2001,1950,A
8108700,6/6/2001,2000,A
8108700,6/7/2001,1610,A
8108700,6/8/2001,1380,A
8108700,6/9/2001,2200,A
8108700,6/10/2001,1540,A
8108700,6/11/2001,1160,A
8108700,6/12/2001,1010,A
8108700,6/13/2001,941,A
8108700,6/14/2001,918,A
8108700,6/15/2001,1260,A
8108700,6/16/2001,6380,A
8108700,6/17/2001,4770,A
8108700,6/18/2001,2770,A
8108700,6/19/2001,2050,A
8108700,6/20/2001,1940,A
8108700,6/21/2001,1850,A
8108700,6/22/2001,1710,A
8108700,6/23/2001,1620,A
8108700,6/24/2001,1870,A
8108700,6/25/2001,1900,A
8108700,6/26/2001,1620,A
8108700,6/27/2001,1190,A
8108700,6/28/2001,1220,A
8108700,6/29/2001,969,A
8108700,6/30/2001,1130,A
8108700,7/1/2001,1200,A
8108700,7/2/2001,10500,A
8108700,7/3/2001,9480,A
8108700,7/4/2001,3430,A
8108700,7/5/2001,2230,A
8108700,7/6/2001,1480,A
8108700,7/7/2001,1510,A
8108700,7/8/2001,1140,A
8108700,7/9/2001,868,A
8108700,7/10/2001,1010,A
8108700,7/11/2001,1360,A
8108700,7/12/2001,1450,A
8108700,7/13/2001,1800,A
8108700,7/14/2001,1550,A
8108700,7/15/2001,1500,A
8108700,7/16/2001,1390,A
8108700,7/17/2001,1260,A
8108700,7/18/2001,1170,A
8108700,7/19/2001,1260,A
8108700,7/20/2001,1450,A
8108700,7/21/2001,2400,A
8108700,7/22/2001,1590,A
8108700,7/23/2001,1260,A
8108700,7/24/2001,1450,A
8108700,7/25/2001,1780,A
8108700,7/26/2001,1950,A
8108700,7/27/2001,1480,A
8108700,7/28/2001,1330,A
8108700,7/29/2001,1430,A
8108700,7/30/2001,1420,A
8108700,7/31/2001,1330,A
8108700,8/1/2001,1090,A
8108700,8/2/2001,989,A
8108700,8/3/2001,1120,A
8108700,8/4/2001,640,A
8108700,8/5/2001,686,A
8108700,8/6/2001,708,A
8108700,8/7/2001,490,A
8108700,8/8/2001,392,A
8108700,8/9/2001,655,A
8108700,8/10/2001,652,A
8108700,8/11/2001,539,A
8108700,8/12/2001,865,A
8108700,8/13/2001,1010,A
8108700,8/14/2001,908,A
8108700,8/15/2001,1160,A
8108700,8/16/2001,1360,A
8108700,8/17/2001,1370,A
8108700,8/18/2001,1350,A
8108700,8/19/2001,1130,A
8108700,8/20/2001,1230,A
8108700,8/21/2001,1250,A
8108700,8/22/2001,1520,A
8108700,8/23/2001,1640,A
8108700,8/24/2001,1640,A
8108700,8/25/2001,1460,A
8108700,8/26/2001,1640,A
8108700,8/27/2001,1640,A
8108700,8/28/2001,1760,A
8108700,8/29/2001,2290,A
8108700,8/30/2001,4120,A
8108700,8/31/2001,18400,A
8108700,9/1/2001,31500,A
8108700,9/2/2001,15400,A
8108700,9/3/2001,5790,A
8108700,9/4/2001,4620,A
8108700,9/5/2001,3770,A
8108700,9/6/2001,18400,A
8108700,9/7/2001,13600,A
8108700,9/8/2001,5440,A
8108700,9/9/2001,6060,A
8108700,9/10/2001,5600,A
8108700,9/11/2001,5680,A
8108700,9/12/2001,3850,A
8108700,9/13/2001,2930,A
8108700,9/14/2001,2590,A
8108700,9/15/2001,2660,A
8108700,9/16/2001,2300,A
8108700,9/17/2001,2050,A
8108700,9/18/2001,2540,A
8108700,9/19/2001,2640,A
8108700,9/20/2001,2460,A
8108700,9/21/2001,2190,A
8108700,9/22/2001,1970,A
8108700,9/23/2001,1570,A
8108700,9/24/2001,1690,A
8108700,9/25/2001,1390,A
8108700,9/26/2001,1230,A
8108700,9/27/2001,1130,A
8108700,9/28/2001,1080,A
8108700,9/29/2001,915,A
8108700,9/30/2001,700,A
8108700,10/1/2001,629,A
8108700,10/2/2001,851,A
8108700,10/3/2001,819,A
8108700,10/4/2001,646,A
8108700,10/5/2001,883,A
8108700,10/6/2001,943,A
8108700,10/7/2001,707,A
8108700,10/8/2001,630,A
8108700,10/9/2001,701,A
8108700,10/10/2001,604,A
8108700,10/11/2001,638,A
8108700,10/12/2001,662,A
8108700,10/13/2001,1920,A
8108700,10/14/2001,5310,A
8108700,10/15/2001,10200,A
8108700,10/16/2001,6030,A
8108700,10/17/2001,3510,A
8108700,10/18/2001,2980,A
8108700,10/19/2001,2180,A
8108700,10/20/2001,1500,A
8108700,10/21/2001,1410,A
8108700,10/22/2001,1610,A
8108700,10/23/2001,1150,A
8108700,10/24/2001,882,A
8108700,10/25/2001,875,A
8108700,10/26/2001,2140,A
8108700,10/27/2001,1730,A
8108700,10/28/2001,933,A
8108700,10/29/2001,699,A
8108700,10/30/2001,889,A
8108700,10/31/2001,755,A
8108700,11/1/2001,634,A
8108700,11/2/2001,594,A
8108700,11/3/2001,551,A
8108700,11/4/2001,558,A
8108700,11/5/2001,1060,A
8108700,11/6/2001,1110,A
8108700,11/7/2001,1100,A
8108700,11/8/2001,772,A
8108700,11/9/2001,591,A
8108700,11/10/2001,539,A
8108700,11/11/2001,516,A
8108700,11/12/2001,1350,A
8108700,11/13/2001,1930,A
8108700,11/14/2001,6310,A
8108700,11/15/2001,6190,A
8108700,11/16/2001,7790,A
8108700,11/17/2001,29100,A
8108700,11/18/2001,29900,A
8108700,11/19/2001,13200,A
8108700,11/20/2001,6960,A
8108700,11/21/2001,6870,A
8108700,11/22/2001,8000,A
8108700,11/23/2001,7710,A
8108700,11/24/2001,7450,A
8108700,11/25/2001,7360,A
8108700,11/26/2001,6800,A
8108700,11/27/2001,6330,A
8108700,11/28/2001,6230,A
8108700,11/29/2001,6810,A
8108700,11/30/2001,9310,A
8108700,12/1/2001,7840,A
8108700,12/2/2001,6160,A
8108700,12/3/2001,6090,A
8108700,12/4/2001,5860,A
8108700,12/5/2001,5750,A
8108700,12/6/2001,4750,A
8108700,12/7/2001,4600,A
8108700,12/8/2001,6170,A
8108700,12/9/2001,13300,A
8108700,12/10/2001,10200,A
8108700,12/11/2001,5960,A
8108700,12/12/2001,7110,A
8108700,12/13/2001,11400,A
8108700,12/14/2001,10200,A
8108700,12/15/2001,9850,A
8108700,12/16/2001,22000,A
8108700,12/17/2001,54700,A
8108700,12/18/2001,66900,A
8108700,12/19/2001,44200,A
8108700,12/20/2001,19000,A
8108700,12/21/2001,12100,A
8108700,12/22/2001,10100,A
8108700,12/23/2001,10800,A
8108700,12/24/2001,10700,A
8108700,12/25/2001,10100,A
8108700,12/26/2001,9690,A
8108700,12/27/2001,9370,A
8108700,12/28/2001,9090,A
8108700,12/29/2001,8890,A
8108700,12/30/2001,8710,A
8108700,12/31/2001,8540,A
8108700,1/1/2002,8420,A
8108700,1/2/2002,7050,A
8108700,1/3/2002,5050,A
8108700,1/4/2002,4950,A
8108700,1/5/2002,5540,A
8108700,1/6/2002,6860,A
8108700,1/7/2002,7040,A
8108700,1/8/2002,4960,A
8108700,1/9/2002,4180,A
8108700,1/10/2002,3660,A
8108700,1/11/2002,3170,A
8108700,1/12/2002,2880,A
8108700,1/13/2002,2650,A
8108700,1/14/2002,3060,A
8108700,1/15/2002,3080,A
8108700,1/16/2002,2900,A
8108700,1/17/2002,2570,A
8108700,1/18/2002,2990,A
8108700,1/19/2002,2970,A
8108700,1/20/2002,2320,A
8108700,1/21/2002,1960,A
8108700,1/22/2002,1820,A
8108700,1/23/2002,1750,A
8108700,1/24/2002,1710,A
8108700,1/25/2002,1760,A
8108700,1/26/2002,1940,A
8108700,1/27/2002,2240,A
8108700,1/28/2002,2400,A
8108700,1/29/2002,2050,A
8108700,1/30/2002,1970,A
8108700,1/31/2002,1820,A
8108700,2/1/2002,1900,A
8108700,2/2/2002,1810,A
8108700,2/3/2002,2040,A
8108700,2/4/2002,4440,A
8108700,2/5/2002,5600,A
8108700,2/6/2002,7300,A
8108700,2/7/2002,13800,A
8108700,2/8/2002,12700,A
8108700,2/9/2002,10200,A
8108700,2/10/2002,8690,A
8108700,2/11/2002,7530,A
8108700,2/12/2002,7690,A
8108700,2/13/2002,9330,A
8108700,2/14/2002,7060,A
8108700,2/15/2002,5520,A
8108700,2/16/2002,4970,A
8108700,2/17/2002,4060,A
8108700,2/18/2002,3120,A
8108700,2/19/2002,3060,A
8108700,2/20/2002,3760,A
8108700,2/21/2002,3630,A
8108700,2/22/2002,3880,A
8108700,2/23/2002,3690,A
8108700,2/24/2002,3290,A
8108700,2/25/2002,2910,A
8108700,2/26/2002,2610,A
8108700,2/27/2002,2460,A
8108700,2/28/2002,2690,A
8108700,3/1/2002,3440,A
8108700,3/2/2002,2460,A
8108700,3/3/2002,2060,A
8108700,3/4/2002,1760,A
8108700,3/5/2002,2450,A
8108700,3/6/2002,1700,A
8108700,3/7/2002,1330,A
8108700,3/8/2002,1220,A
8108700,3/9/2002,1170,A
8108700,3/10/2002,1280,A
8108700,3/11/2002,1530,A
8108700,3/12/2002,1770,A
8108700,3/13/2002,1720,A
8108700,3/14/2002,2110,A
8108700,3/15/2002,1800,A
8108700,3/16/2002,1510,A
8108700,3/17/2002,1470,A
8108700,3/18/2002,1660,A
8108700,3/19/2002,1890,A
8108700,3/20/2002,2480,A
8108700,3/21/2002,2950,A
8108700,3/22/2002,4470,A
8108700,3/23/2002,5230,A
8108700,3/24/2002,5390,A
8108700,3/25/2002,4800,A
8108700,3/26/2002,3890,A
8108700,3/27/2002,3330,A
8108700,3/28/2002,3120,A
8108700,3/29/2002,3090,A
8108700,3/30/2002,3470,A
8108700,3/31/2002,3510,A
8108700,4/1/2002,4760,A
8108700,4/2/2002,5710,A
8108700,4/3/2002,4250,A
8108700,4/4/2002,5720,A
8108700,4/5/2002,5680,A
8108700,4/6/2002,5010,A
8108700,4/7/2002,3850,A
8108700,4/8/2002,5760,A
8108700,4/9/2002,11300,A
8108700,4/10/2002,8840,A
8108700,4/11/2002,8410,A
8108700,4/12/2002,8420,A
8108700,4/13/2002,7020,A
8108700,4/14/2002,7080,A
8108700,4/15/2002,7550,A
8108700,4/16/2002,7860,A
8108700,4/17/2002,7860,A
8108700,4/18/2002,6890,A
8108700,4/19/2002,4900,A
8108700,4/20/2002,5140,A
8108700,4/21/2002,3820,A
8108700,4/22/2002,3950,A
8108700,4/23/2002,3910,A
8108700,4/24/2002,3740,A
8108700,4/25/2002,3520,A
8108700,4/26/2002,3190,A
8108700,4/27/2002,3470,A
8108700,4/28/2002,2200,A
8108700,4/29/2002,1700,A
8108700,4/30/2002,1640,A
8108700,5/1/2002,1650,A
8108700,5/2/2002,1770,A
8108700,5/3/2002,1670,A
8108700,5/4/2002,1500,A
8108700,5/5/2002,1400,A
8108700,5/6/2002,1160,A
8108700,5/7/2002,1020,A
8108700,5/8/2002,900,A
8108700,5/9/2002,743,A
8108700,5/10/2002,685,A
8108700,5/11/2002,626,A
8108700,5/12/2002,614,A
8108700,5/13/2002,1880,A
8108700,5/14/2002,2930,A
8108700,5/15/2002,2500,A
8108700,5/16/2002,2450,A
8108700,5/17/2002,2000,A
8108700,5/18/2002,1570,A
8108700,5/19/2002,1650,A
8108700,5/20/2002,1300,A
8108700,5/21/2002,827,A
8108700,5/22/2002,669,A
8108700,5/23/2002,608,A
8108700,5/24/2002,573,A
8108700,5/25/2002,548,A
8108700,5/26/2002,583,A
8108700,5/27/2002,662,A
8108700,5/28/2002,825,A
8108700,5/29/2002,1340,A
8108700,5/30/2002,5250,A
8108700,5/31/2002,5830,A
8108700,6/1/2002,5740,A
8108700,6/2/2002,4420,A
8108700,6/3/2002,3150,A
8108700,6/4/2002,2720,A
8108700,6/5/2002,2780,A
8108700,6/6/2002,1710,A
8108700,6/7/2002,1240,A
8108700,6/8/2002,2410,A
8108700,6/9/2002,1250,A
8108700,6/10/2002,697,A
8108700,6/11/2002,566,A
8108700,6/12/2002,823,A
8108700,6/13/2002,653,A
8108700,6/14/2002,610,A
8108700,6/15/2002,620,A
8108700,6/16/2002,644,A
8108700,6/17/2002,623,A
8108700,6/18/2002,689,A
8108700,6/19/2002,984,A
8108700,6/20/2002,730,A
8108700,6/21/2002,638,A
8108700,6/22/2002,608,A
8108700,6/23/2002,525,A
8108700,6/24/2002,481,A
8108700,6/25/2002,452,A
8108700,6/26/2002,426,A
8108700,6/27/2002,423,A
8108700,6/28/2002,767,A
8108700,6/29/2002,1290,A
8108700,6/30/2002,1050,A
8108700,7/1/2002,831,A
8108700,7/2/2002,1300,A
8108700,7/3/2002,2850,A
8108700,7/4/2002,3130,A
8108700,7/5/2002,5220,A
8108700,7/6/2002,3100,A
8108700,7/7/2002,3460,A
8108700,7/8/2002,3230,A
8108700,7/9/2002,3330,A
8108700,7/10/2002,4050,A
8108700,7/11/2002,5570,A
8108700,7/12/2002,6540,A
8108700,7/13/2002,6350,A
8108700,7/14/2002,6810,A
8108700,7/15/2002,6670,A
8108700,7/16/2002,7550,A
8108700,7/17/2002,8810,A
8108700,7/18/2002,7350,A
8108700,7/19/2002,7460,A
8108700,7/20/2002,8120,A
8108700,7/21/2002,7650,A
8108700,7/22/2002,6980,A
8108700,7/23/2002,6370,A
8108700,7/24/2002,6500,A
8108700,7/25/2002,6510,A
8108700,7/26/2002,5480,A
8108700,7/27/2002,5000,A
8108700,7/28/2002,4190,A
8108700,7/29/2002,3540,A
8108700,7/30/2002,3160,A
8108700,7/31/2002,2580,A
8108700,8/1/2002,2020,A
8108700,8/2/2002,2690,A
8108700,8/3/2002,2630,A
8108700,8/4/2002,2770,A
8108700,8/5/2002,2340,A
8108700,8/6/2002,2400,A
8108700,8/7/2002,2350,A
8108700,8/8/2002,2020,A
8108700,8/9/2002,1860,A
8108700,8/10/2002,2390,A
8108700,8/11/2002,1910,A
8108700,8/12/2002,1440,A
8108700,8/13/2002,1110,A
8108700,8/14/2002,984,A
8108700,8/15/2002,1420,A
8108700,8/16/2002,1660,A
8108700,8/17/2002,1410,A
8108700,8/18/2002,951,A
8108700,8/19/2002,834,A
8108700,8/20/2002,1760,A
8108700,8/21/2002,2320,A
8108700,8/22/2002,1950,A
8108700,8/23/2002,1340,A
8108700,8/24/2002,1140,A
8108700,8/25/2002,1340,A
8108700,8/26/2002,1600,A
8108700,8/27/2002,1570,A
8108700,8/28/2002,1460,A
8108700,8/29/2002,1220,A
8108700,8/30/2002,1150,A
8108700,8/31/2002,961,A
8108700,9/1/2002,1400,A
8108700,9/2/2002,1250,A
8108700,9/3/2002,1240,A
8108700,9/4/2002,1150,A
8108700,9/5/2002,1270,A
8108700,9/6/2002,1320,A
8108700,9/7/2002,948,A
8108700,9/8/2002,1160,A
8108700,9/9/2002,1330,A
8108700,9/10/2002,1890,A
8108700,9/11/2002,1620,A
8108700,9/12/2002,1340,A
8108700,9/13/2002,1830,A
8108700,9/14/2002,1510,A
8108700,9/15/2002,898,A
8108700,9/16/2002,854,A
8108700,9/17/2002,2060,A
8108700,9/18/2002,1750,A
8108700,9/19/2002,1170,A
8108700,9/20/2002,826,A
8108700,9/21/2002,670,A
8108700,9/22/2002,725,A
8108700,9/23/2002,720,A
8108700,9/24/2002,661,A
8108700,9/25/2002,646,A
8108700,9/26/2002,636,A
8108700,9/27/2002,609,A
8108700,9/28/2002,589,A
8108700,9/29/2002,566,A
8108700,9/30/2002,554,A
8108700,10/1/2002,555,A
8108700,10/2/2002,549,A
8108700,10/3/2002,558,A
8108700,10/4/2002,550,A
8108700,10/5/2002,532,A
8108700,10/6/2002,539,A
8108700,10/7/2002,557,A
8108700,10/8/2002,601,A
8108700,10/9/2002,741,A
8108700,10/10/2002,823,A
8108700,10/11/2002,836,A
8108700,10/12/2002,1410,A
8108700,10/13/2002,1030,A
8108700,10/14/2002,828,A
8108700,10/15/2002,823,A
8108700,10/16/2002,860,A
8108700,10/17/2002,786,A
8108700,10/18/2002,747,A
8108700,10/19/2002,1040,A
8108700,10/20/2002,1800,A
8108700,10/21/2002,2770,A
8108700,10/22/2002,3280,A
8108700,10/23/2002,7540,A
8108700,10/24/2002,9060,A
8108700,10/25/2002,5720,A
8108700,10/26/2002,6680,A
8108700,10/27/2002,5390,A
8108700,10/28/2002,3290,A
8108700,10/29/2002,2620,A
8108700,10/30/2002,1920,A
8108700,10/31/2002,1890,A
8108700,11/1/2002,2410,A
8108700,11/2/2002,2750,A
8108700,11/3/2002,3850,A
8108700,11/4/2002,10000,A
8108700,11/5/2002,23400,A
8108700,11/6/2002,21600,A
8108700,11/7/2002,12300,A
8108700,11/8/2002,5940,A
8108700,11/9/2002,3570,A
8108700,11/10/2002,2180,A
8108700,11/11/2002,1670,A
8108700,11/12/2002,2830,A
8108700,11/13/2002,3970,A
8108700,11/14/2002,3680,A
8108700,11/15/2002,2210,A
8108700,11/16/2002,2060,A
8108700,11/17/2002,2110,A
8108700,11/18/2002,1790,A
8108700,11/19/2002,1800,A
8108700,11/20/2002,1960,A
8108700,11/21/2002,2190,A
8108700,11/22/2002,2550,A
8108700,11/23/2002,2860,A
8108700,11/24/2002,2660,A
8108700,11/25/2002,3260,A
8108700,11/26/2002,2410,A
8108700,11/27/2002,2670,A
8108700,11/28/2002,2420,A
8108700,11/29/2002,2680,A
8108700,11/30/2002,2290,A
8108700,12/1/2002,2130,A
8108700,12/2/2002,1950,A
8108700,12/3/2002,1800,A
8108700,12/4/2002,5220,A
8108700,12/5/2002,8300,A
8108700,12/6/2002,7710,A
8108700,12/7/2002,6300,A
8108700,12/8/2002,3910,A
8108700,12/9/2002,4410,A
8108700,12/10/2002,17700,A
8108700,12/11/2002,23100,A
8108700,12/12/2002,14000,A:e
8108700,12/13/2002,12400,A:e
8108700,12/14/2002,11100,A
8108700,12/15/2002,7600,A
8108700,12/16/2002,6160,A
8108700,12/17/2002,5210,A
8108700,12/18/2002,5380,A
8108700,12/19/2002,5750,A
8108700,12/20/2002,5760,A
8108700,12/21/2002,5020,A
8108700,12/22/2002,3930,A
8108700,12/23/2002,3840,A
8108700,12/24/2002,11900,A
8108700,12/25/2002,14400,A
8108700,12/26/2002,12400,A
8108700,12/27/2002,9660,A
8108700,12/28/2002,7770,A
8108700,12/29/2002,6260,A
8108700,12/30/2002,5280,A
8108700,12/31/2002,6050,A
8108700,1/1/2003,13400,A
8108700,1/2/2003,13400,A
8108700,1/3/2003,9450,A
8108700,1/4/2003,6870,A
8108700,1/5/2003,5810,A
8108700,1/6/2003,4280,A
8108700,1/7/2003,3390,A
8108700,1/8/2003,3050,A
8108700,1/9/2003,2920,A
8108700,1/10/2003,2940,A
8108700,1/11/2003,2850,A
8108700,1/12/2003,2860,A
8108700,1/13/2003,4350,A
8108700,1/14/2003,7130,A
8108700,1/15/2003,5540,A
8108700,1/16/2003,4670,A
8108700,1/17/2003,4570,A
8108700,1/18/2003,4350,A
8108700,1/19/2003,3820,A
8108700,1/20/2003,3910,A
8108700,1/21/2003,4030,A
8108700,1/22/2003,4080,A
8108700,1/23/2003,4310,A
8108700,1/24/2003,4260,A
8108700,1/25/2003,4120,A
8108700,1/26/2003,3470,A
8108700,1/27/2003,2780,A
8108700,1/28/2003,2440,A
8108700,1/29/2003,2380,A:e
8108700,1/30/2003,2300,A:e
8108700,1/31/2003,2220,A:e
8108700,2/1/2003,2190,A:e
8108700,2/2/2003,2100,A:e
8108700,2/3/2003,2020,A:e
8108700,2/4/2003,1980,A:e
8108700,2/5/2003,1920,A
8108700,2/6/2003,2180,A
8108700,2/7/2003,2460,A
8108700,2/8/2003,2960,A
8108700,2/9/2003,3040,A
8108700,2/10/2003,2450,A
8108700,2/11/2003,2140,A
8108700,2/12/2003,2070,A
8108700,2/13/2003,2010,A
8108700,2/14/2003,2040,A
8108700,2/15/2003,2090,A
8108700,2/16/2003,4390,A
8108700,2/17/2003,4650,A
8108700,2/18/2003,4330,A
8108700,2/19/2003,3900,A
8108700,2/20/2003,7170,A
8108700,2/21/2003,22100,A
8108700,2/22/2003,41400,A
8108700,2/23/2003,47300,A
8108700,2/24/2003,30300,A
8108700,2/25/2003,15500,A
8108700,2/26/2003,12500,A
8108700,2/27/2003,12400,A
8108700,2/28/2003,11900,A
8108700,3/1/2003,10900,A
8108700,3/2/2003,10200,A
8108700,3/3/2003,10500,A
8108700,3/4/2003,17700,A
8108700,3/5/2003,20800,A
8108700,3/6/2003,15900,A
8108700,3/7/2003,12100,A
8108700,3/8/2003,10100,A
8108700,3/9/2003,8780,A
8108700,3/10/2003,7890,A
8108700,3/11/2003,7630,A
8108700,3/12/2003,7430,A
8108700,3/13/2003,6930,A
8108700,3/14/2003,6780,A
8108700,3/15/2003,6370,A
8108700,3/16/2003,5930,A
8108700,3/17/2003,5210,A
8108700,3/18/2003,5040,A
8108700,3/19/2003,5020,A
8108700,3/20/2003,4540,A
8108700,3/21/2003,4400,A
8108700,3/22/2003,3920,A
8108700,3/23/2003,3770,A
8108700,3/24/2003,3700,A
8108700,3/25/2003,3670,A
8108700,3/26/2003,4080,A
8108700,3/27/2003,4380,A
8108700,3/28/2003,4290,A
8108700,3/29/2003,3760,A
8108700,3/30/2003,3210,A
8108700,3/31/2003,3890,A
8108700,4/1/2003,3710,A
8108700,4/2/2003,3560,A
8108700,4/3/2003,3260,A
8108700,4/4/2003,2500,A
8108700,4/5/2003,2030,A
8108700,4/6/2003,1780,A
8108700,4/7/2003,2340,A
8108700,4/8/2003,1830,A
8108700,4/9/2003,1580,A
8108700,4/10/2003,1990,A
8108700,4/11/2003,1880,A
8108700,4/12/2003,2250,A
8108700,4/13/2003,1940,A
8108700,4/14/2003,1620,A
8108700,4/15/2003,1370,A
8108700,4/16/2003,1530,A
8108700,4/17/2003,1580,A
8108700,4/18/2003,1650,A
8108700,4/19/2003,1530,A
8108700,4/20/2003,1500,A
8108700,4/21/2003,1290,A
8108700,4/22/2003,1260,A
8108700,4/23/2003,1410,A
8108700,4/24/2003,1320,A
8108700,4/25/2003,1260,A
8108700,4/26/2003,1180,A
8108700,4/27/2003,1070,A
8108700,4/28/2003,910,A
8108700,4/29/2003,820,A
8108700,4/30/2003,1420,A
8108700,5/1/2003,1300,A
8108700,5/2/2003,1020,A
8108700,5/3/2003,917,A
8108700,5/4/2003,2230,A
8108700,5/5/2003,1840,A
8108700,5/6/2003,1390,A
8108700,5/7/2003,2030,A
8108700,5/8/2003,1650,A
8108700,5/9/2003,1360,A
8108700,5/10/2003,1360,A
8108700,5/11/2003,1110,A
8108700,5/12/2003,1200,A
8108700,5/13/2003,1070,A
8108700,5/14/2003,1000,A
8108700,5/15/2003,1840,A
8108700,5/16/2003,1130,A
8108700,5/17/2003,1070,A
8108700,5/18/2003,907,A
8108700,5/19/2003,882,A
8108700,5/20/2003,847,A
8108700,5/21/2003,1240,A
8108700,5/22/2003,1250,A
8108700,5/23/2003,1380,A
8108700,5/24/2003,874,A
8108700,5/25/2003,737,A
8108700,5/26/2003,680,A
8108700,5/27/2003,721,A
8108700,5/28/2003,872,A
8108700,5/29/2003,993,A
8108700,5/30/2003,782,A
8108700,5/31/2003,681,A
8108700,6/1/2003,653,A
8108700,6/2/2003,811,A
8108700,6/3/2003,631,A
8108700,6/4/2003,828,A
8108700,6/5/2003,994,A
8108700,6/6/2003,1150,A
8108700,6/7/2003,1720,A
8108700,6/8/2003,2200,A
8108700,6/9/2003,1720,A
8108700,6/10/2003,1050,A
8108700,6/11/2003,850,A
8108700,6/12/2003,836,A
8108700,6/13/2003,1160,A
8108700,6/14/2003,2380,A
8108700,6/15/2003,3220,A
8108700,6/16/2003,5160,A
8108700,6/17/2003,5570,A
8108700,6/18/2003,4130,A
8108700,6/19/2003,3160,A
8108700,6/20/2003,2930,A
8108700,6/21/2003,3640,A
8108700,6/22/2003,3510,A
8108700,6/23/2003,3040,A
8108700,6/24/2003,2640,A
8108700,6/25/2003,2160,A
8108700,6/26/2003,1600,A
8108700,6/27/2003,1540,A
8108700,6/28/2003,1280,A
8108700,6/29/2003,1330,A
8108700,6/30/2003,890,A
8108700,7/1/2003,937,A
8108700,7/2/2003,1100,A
8108700,7/3/2003,735,A
8108700,7/4/2003,650,A
8108700,7/5/2003,661,A
8108700,7/6/2003,604,A
8108700,7/7/2003,521,A
8108700,7/8/2003,495,A
8108700,7/9/2003,469,A
8108700,7/10/2003,488,A
8108700,7/11/2003,513,A
8108700,7/12/2003,489,A
8108700,7/13/2003,440,A
8108700,7/14/2003,390,A
8108700,7/15/2003,902,A
8108700,7/16/2003,1090,A
8108700,7/17/2003,904,A
8108700,7/18/2003,728,A
8108700,7/19/2003,562,A
8108700,7/20/2003,843,A
8108700,7/21/2003,1030,A
8108700,7/22/2003,1190,A
8108700,7/23/2003,947,A
8108700,7/24/2003,788,A
8108700,7/25/2003,877,A
8108700,7/26/2003,1170,A
8108700,7/27/2003,765,A
8108700,7/28/2003,527,A
8108700,7/29/2003,397,A
8108700,7/30/2003,340,A
8108700,7/31/2003,459,A
8108700,8/1/2003,370,A
8108700,8/2/2003,307,A
8108700,8/3/2003,465,A
8108700,8/4/2003,735,A
8108700,8/5/2003,525,A
8108700,8/6/2003,394,A
8108700,8/7/2003,411,A
8108700,8/8/2003,348,A
8108700,8/9/2003,328,A
8108700,8/10/2003,457,A
8108700,8/11/2003,360,A
8108700,8/12/2003,303,A
8108700,8/13/2003,283,A
8108700,8/14/2003,270,A
8108700,8/15/2003,258,A
8108700,8/16/2003,315,A
8108700,8/17/2003,386,A
8108700,8/18/2003,351,A
8108700,8/19/2003,329,A
8108700,8/20/2003,491,A
8108700,8/21/2003,485,A
8108700,8/22/2003,398,A
8108700,8/23/2003,462,A
8108700,8/24/2003,359,A
8108700,8/25/2003,306,A
8108700,8/26/2003,285,A
8108700,8/27/2003,311,A
8108700,8/28/2003,338,A
8108700,8/29/2003,685,A
8108700,8/30/2003,549,A
8108700,8/31/2003,399,A
8108700,9/1/2003,631,A
8108700,9/2/2003,680,A
8108700,9/3/2003,455,A
8108700,9/4/2003,353,A
8108700,9/5/2003,331,A
8108700,9/6/2003,276,A
8108700,9/7/2003,240,A
8108700,9/8/2003,224,A
8108700,9/9/2003,230,A
8108700,9/10/2003,400,A
8108700,9/11/2003,373,A
8108700,9/12/2003,598,A
8108700,9/13/2003,1270,A
8108700,9/14/2003,881,A
8108700,9/15/2003,1120,A
8108700,9/16/2003,758,A
8108700,9/17/2003,503,A
8108700,9/18/2003,1550,A
8108700,9/19/2003,930,A
8108700,9/20/2003,491,A
8108700,9/21/2003,409,A
8108700,9/22/2003,867,A
8108700,9/23/2003,608,A
8108700,9/24/2003,457,A
8108700,9/25/2003,385,A
8108700,9/26/2003,340,A
8108700,9/27/2003,302,A
8108700,9/28/2003,321,A
8108700,9/29/2003,867,A
8108700,9/30/2003,509,A
8108700,10/1/2003,360,A
8108700,10/2/2003,299,A
8108700,10/3/2003,245,A
8108700,10/4/2003,210,A
8108700,10/5/2003,226,A
8108700,10/6/2003,1160,A
8108700,10/7/2003,2130,A
8108700,10/8/2003,2170,A
8108700,10/9/2003,3770,A
8108700,10/10/2003,25100,A
8108700,10/11/2003,28200,A
8108700,10/12/2003,11800,A
8108700,10/13/2003,8300,A
8108700,10/14/2003,5930,A
8108700,10/15/2003,4270,A
8108700,10/16/2003,4030,A
8108700,10/17/2003,4250,A
