site_no,datetime,discharge_va,discharge_va_cd
8097500,3/23/1941,2050,A
8097500,3/24/1941,3190,A
8097500,3/25/1941,4110,A
8097500,3/26/1941,2880,A
8097500,3/27/1941,7240,A
8097500,3/28/1941,5740,A
8097500,3/29/1941,3440,A
8097500,3/30/1941,2960,A
8097500,3/31/1941,2880,A
8097500,4/1/1941,3040,A
8097500,4/2/1941,2400,A
8097500,4/3/1941,3280,A
8097500,4/4/1941,2400,A
8097500,4/5/1941,2800,A
8097500,4/6/1941,1900,A
8097500,4/7/1941,2720,A
8097500,4/8/1941,2960,A
8097500,4/9/1941,2880,A
8097500,4/10/1941,2190,A
8097500,4/11/1941,1540,A
8097500,4/12/1941,1350,A
8097500,4/13/1941,1400,A
8097500,4/14/1941,1670,A
8097500,4/15/1941,1390,A
8097500,4/16/1941,8100,A
8097500,4/17/1941,16100,A
8097500,4/18/1941,13900,A
8097500,4/19/1941,17200,A
8097500,4/20/1941,7040,A
8097500,4/21/1941,7040,A
8097500,4/22/1941,4380,A
8097500,4/23/1941,11000,A
8097500,4/24/1941,17900,A
8097500,4/25/1941,9020,A
8097500,4/26/1941,4650,A
8097500,4/27/1941,4380,A
8097500,4/28/1941,4980,A
8097500,4/29/1941,8020,A
8097500,4/30/1941,5140,A
8097500,5/1/1941,5140,A
8097500,5/2/1941,3680,A
8097500,5/3/1941,6690,A
8097500,5/4/1941,11800,A
8097500,5/5/1941,34200,A
8097500,5/6/1941,68200,A
8097500,5/7/1941,39900,A
8097500,5/8/1941,34000,A
8097500,5/9/1941,33600,A
8097500,5/10/1941,27900,A
8097500,5/11/1941,20200,A
8097500,5/12/1941,14000,A
8097500,5/13/1941,16100,A
8097500,5/14/1941,15300,A
8097500,5/15/1941,13600,A
8097500,5/16/1941,19000,A
8097500,5/17/1941,15700,A
8097500,5/18/1941,11300,A
8097500,5/19/1941,11000,A
8097500,5/20/1941,13000,A
8097500,5/21/1941,10400,A
8097500,5/22/1941,13600,A
8097500,5/23/1941,10400,A
8097500,5/24/1941,19400,A
8097500,5/25/1941,29900,A
8097500,5/26/1941,33200,A
8097500,5/27/1941,34900,A
8097500,5/28/1941,34000,A
8097500,5/29/1941,26700,A
8097500,5/30/1941,19000,A
8097500,5/31/1941,10700,A
8097500,6/1/1941,11300,A
8097500,6/2/1941,9060,A
8097500,6/3/1941,20900,A
8097500,6/4/1941,13000,A
8097500,6/5/1941,6600,A
8097500,6/6/1941,5140,A
8097500,6/7/1941,6160,A
8097500,6/8/1941,7760,A
8097500,6/9/1941,4940,A
8097500,6/10/1941,7760,A
8097500,6/11/1941,19400,A
8097500,6/12/1941,27500,A
8097500,6/13/1941,30300,A
8097500,6/14/1941,31900,A
8097500,6/15/1941,38700,A
8097500,6/16/1941,47100,A
8097500,6/17/1941,44600,A
8097500,6/18/1941,25500,A
8097500,6/19/1941,24000,A
8097500,6/20/1941,24800,A
8097500,6/21/1941,17100,A
8097500,6/22/1941,12400,A
8097500,6/23/1941,11800,A
8097500,6/24/1941,8980,A
8097500,6/25/1941,7760,A
8097500,6/26/1941,6310,A
8097500,6/27/1941,6820,A
8097500,6/28/1941,5940,A
8097500,6/29/1941,7280,A
8097500,6/30/1941,6600,A
8097500,7/1/1941,4470,A
8097500,7/2/1941,3360,A
8097500,7/3/1941,2880,A
8097500,7/4/1941,2560,A
8097500,7/5/1941,2720,A
8097500,7/6/1941,3040,A
8097500,7/7/1941,2480,A
8097500,7/8/1941,3360,A
8097500,7/9/1941,2640,A
8097500,7/10/1941,2720,A
8097500,7/11/1941,7680,A
8097500,7/12/1941,22800,A
8097500,7/13/1941,14000,A
8097500,7/14/1941,10100,A
8097500,7/15/1941,8540,A
8097500,7/16/1941,7760,A
8097500,7/17/1941,4510,A
8097500,7/18/1941,2880,A
8097500,7/19/1941,2330,A
8097500,7/20/1941,2330,A
8097500,7/21/1941,4520,A
8097500,7/22/1941,3360,A
8097500,7/23/1941,2700,A
8097500,7/24/1941,1950,A
8097500,7/25/1941,1980,A
8097500,7/26/1941,1460,A
8097500,7/27/1941,1180,A
8097500,7/28/1941,849,A
8097500,7/29/1941,686,A
8097500,7/30/1941,632,A
8097500,7/31/1941,567,A
8097500,8/1/1941,525,A
8097500,8/2/1941,768,A
8097500,8/3/1941,694,A
8097500,8/4/1941,460,A
8097500,8/5/1941,443,A
8097500,8/6/1941,574,A
8097500,8/7/1941,734,A
8097500,8/8/1941,670,A
8097500,8/9/1941,718,A
8097500,8/10/1941,837,A
8097500,8/11/1941,1160,A
8097500,8/12/1941,640,A
8097500,8/13/1941,465,A
8097500,8/14/1941,625,A
8097500,8/15/1941,4800,A
8097500,8/16/1941,3540,A
8097500,8/17/1941,1950,A
8097500,8/18/1941,1520,A
8097500,8/19/1941,1500,A
8097500,8/20/1941,813,A
8097500,8/21/1941,1040,A
8097500,8/22/1941,3670,A
8097500,8/23/1941,24200,A
8097500,8/24/1941,16700,A
8097500,8/25/1941,12600,A
8097500,8/26/1941,9240,A
8097500,8/27/1941,10500,A
8097500,8/28/1941,5040,A
8097500,8/29/1941,4650,A
8097500,8/30/1941,4560,A
8097500,8/31/1941,2330,A
8097500,9/1/1941,1710,A
8097500,9/2/1941,1320,A
8097500,9/3/1941,1080,A
8097500,9/4/1941,894,A
8097500,9/5/1941,718,A
8097500,9/6/1941,625,A
8097500,9/7/1941,567,A
8097500,9/8/1941,1720,A
8097500,9/9/1941,2260,A
8097500,9/10/1941,2050,A
8097500,9/11/1941,1870,A
8097500,9/12/1941,1430,A
8097500,9/13/1941,2950,A
8097500,9/14/1941,3840,A
8097500,9/15/1941,3360,A
8097500,9/16/1941,4880,A
8097500,9/17/1941,3930,A
8097500,9/18/1941,3600,A
8097500,9/19/1941,2640,A
8097500,9/20/1941,2050,A
8097500,9/21/1941,1660,A
8097500,9/22/1941,1450,A
8097500,9/23/1941,1360,A
8097500,9/24/1941,1390,A
8097500,9/25/1941,1420,A
8097500,9/26/1941,1330,A
8097500,9/27/1941,1320,A
8097500,9/28/1941,1200,A
8097500,9/29/1941,1000,A
8097500,9/30/1941,980,A
8097500,10/1/1941,980,A
8097500,10/2/1941,903,A
8097500,10/3/1941,894,A
8097500,10/4/1941,1230,A
8097500,10/5/1941,11500,A
8097500,10/6/1941,31600,A
8097500,10/7/1941,37400,A
8097500,10/8/1941,22700,A
8097500,10/9/1941,12000,A
8097500,10/10/1941,12100,A
8097500,10/11/1941,11100,A
8097500,10/12/1941,7290,A
8097500,10/13/1941,5020,A
8097500,10/14/1941,3520,A
8097500,10/15/1941,2440,A
8097500,10/16/1941,1090,A
8097500,10/17/1941,1140,A
8097500,10/18/1941,2800,A
8097500,10/19/1941,26600,A
8097500,10/20/1941,19800,A
8097500,10/21/1941,12400,A
8097500,10/22/1941,12400,A
8097500,10/23/1941,11600,A
8097500,10/24/1941,13000,A
8097500,10/25/1941,9750,A
8097500,10/26/1941,7760,A
8097500,10/27/1941,17500,A
8097500,10/28/1941,23200,A
8097500,10/29/1941,17100,A
8097500,10/30/1941,15700,A
8097500,10/31/1941,15700,A
8097500,11/1/1941,13600,A
8097500,11/2/1941,15700,A
8097500,11/3/1941,17500,A
8097500,11/4/1941,16400,A
8097500,11/5/1941,14300,A
8097500,11/6/1941,13000,A
8097500,11/7/1941,13000,A
8097500,11/8/1941,11100,A
8097500,11/9/1941,6160,A
8097500,11/10/1941,7280,A
8097500,11/11/1941,4250,A
8097500,11/12/1941,3040,A
8097500,11/13/1941,2120,A
8097500,11/14/1941,1520,A
8097500,11/15/1941,1110,A
8097500,11/16/1941,849,A
8097500,11/17/1941,632,A
8097500,11/18/1941,618,A
8097500,11/19/1941,618,A
8097500,11/20/1941,885,A
8097500,11/21/1941,655,A
8097500,11/22/1941,768,A
8097500,11/23/1941,655,A
8097500,11/24/1941,546,A
8097500,11/25/1941,742,A
8097500,11/26/1941,630,A
8097500,11/27/1941,513,A
8097500,11/28/1941,539,A
8097500,11/29/1941,519,A
8097500,11/30/1941,525,A
8097500,12/1/1941,525,A
8097500,12/2/1941,454,A
8097500,12/3/1941,405,A
8097500,12/4/1941,448,A
8097500,12/5/1941,513,A
8097500,12/6/1941,634,A
8097500,12/7/1941,1150,A
8097500,12/8/1941,471,A
8097500,12/9/1941,532,A
8097500,12/10/1941,507,A
8097500,12/11/1941,546,A
8097500,12/12/1941,560,A
8097500,12/13/1941,823,A
8097500,12/14/1941,1640,A
8097500,12/15/1941,822,A
8097500,12/16/1941,742,A
8097500,12/17/1941,921,A
8097500,12/18/1941,1220,A
8097500,12/19/1941,1500,A
8097500,12/20/1941,777,A
8097500,12/21/1941,648,A
8097500,12/22/1941,1180,A
8097500,12/23/1941,1620,A
8097500,12/24/1941,662,A
8097500,12/25/1941,581,A
8097500,12/26/1941,560,A
8097500,12/27/1941,539,A
8097500,12/28/1941,553,A
8097500,12/29/1941,460,A
8097500,12/30/1941,400,A
8097500,12/31/1941,421,A
8097500,1/1/1942,3100,A
8097500,1/2/1942,3930,A
8097500,1/3/1942,2720,A
8097500,1/4/1942,3360,A
8097500,1/5/1942,1230,A
8097500,1/6/1942,714,A
8097500,1/7/1942,777,A
8097500,1/8/1942,1010,A
8097500,1/9/1942,1380,A
8097500,1/10/1942,686,A
8097500,1/11/1942,539,A
8097500,1/12/1942,513,A
8097500,1/13/1942,495,A
8097500,1/14/1942,483,A
8097500,1/15/1942,454,A
8097500,1/16/1942,507,A
8097500,1/17/1942,1230,A
8097500,1/18/1942,539,A
8097500,1/19/1942,513,A
8097500,1/20/1942,416,A
8097500,1/21/1942,464,A
8097500,1/22/1942,3370,A
8097500,1/23/1942,3440,A
8097500,1/24/1942,2330,A
8097500,1/25/1942,1640,A
8097500,1/26/1942,1160,A
8097500,1/27/1942,822,A
8097500,1/28/1942,588,A
8097500,1/29/1942,465,A
8097500,1/30/1942,426,A
8097500,1/31/1942,1160,A
8097500,2/1/1942,1300,A
8097500,2/2/1942,849,A
8097500,2/3/1942,443,A
8097500,2/4/1942,385,A
8097500,2/5/1942,383,A
8097500,2/6/1942,1030,A
8097500,2/7/1942,360,A
8097500,2/8/1942,336,A
8097500,2/9/1942,292,A
8097500,2/10/1942,443,A
8097500,2/11/1942,426,A
8097500,2/12/1942,380,A
8097500,2/13/1942,332,A
8097500,2/14/1942,322,A
8097500,2/15/1942,318,A
8097500,2/16/1942,448,A
8097500,2/17/1942,714,A
8097500,2/18/1942,1430,A
8097500,2/19/1942,537,A
8097500,2/20/1942,465,A
8097500,2/21/1942,438,A
8097500,2/22/1942,405,A
8097500,2/23/1942,438,A
8097500,2/24/1942,410,A
8097500,2/25/1942,410,A
8097500,2/26/1942,390,A
8097500,2/27/1942,365,A
8097500,2/28/1942,370,A
8097500,3/1/1942,454,A
8097500,3/2/1942,1140,A
8097500,3/3/1942,495,A
8097500,3/4/1942,546,A
8097500,3/5/1942,567,A
8097500,3/6/1942,495,A
8097500,3/7/1942,438,A
8097500,3/8/1942,507,A
8097500,3/9/1942,1250,A
8097500,3/10/1942,581,A
8097500,3/11/1942,460,A
8097500,3/12/1942,416,A
8097500,3/13/1942,410,A
8097500,3/14/1942,405,A
8097500,3/15/1942,390,A
8097500,3/16/1942,370,A
8097500,3/17/1942,360,A
8097500,3/18/1942,355,A
8097500,3/19/1942,351,A
8097500,3/20/1942,322,A
8097500,3/21/1942,313,A
8097500,3/22/1942,300,A
8097500,3/23/1942,313,A
8097500,3/24/1942,309,A
8097500,3/25/1942,300,A
8097500,3/26/1942,309,A
8097500,3/27/1942,300,A
8097500,3/28/1942,283,A
8097500,3/29/1942,279,A
8097500,3/30/1942,279,A
8097500,3/31/1942,270,A
8097500,4/1/1942,270,A
8097500,4/2/1942,266,A
8097500,4/3/1942,274,A
8097500,4/4/1942,270,A
8097500,4/5/1942,274,A
8097500,4/6/1942,280,A
8097500,4/7/1942,6650,A
8097500,4/8/1942,14400,A
8097500,4/9/1942,38400,A
8097500,4/10/1942,37400,A
8097500,4/11/1942,36300,A
8097500,4/12/1942,21400,A
8097500,4/13/1942,14000,A
8097500,4/14/1942,11300,A
8097500,4/15/1942,11600,A
8097500,4/16/1942,11300,A
8097500,4/17/1942,6760,A
8097500,4/18/1942,4560,A
8097500,4/19/1942,3120,A
8097500,4/20/1942,19800,A
8097500,4/21/1942,44200,A
8097500,4/22/1942,34600,A
8097500,4/23/1942,21400,A
8097500,4/24/1942,48300,A
8097500,4/25/1942,86100,A
8097500,4/26/1942,106000,A
8097500,4/27/1942,75600,A
8097500,4/28/1942,37100,A
8097500,4/29/1942,19800,A
8097500,4/30/1942,15700,A
8097500,5/1/1942,16400,A
8097500,5/2/1942,14400,A
8097500,5/3/1942,10100,A
8097500,5/4/1942,6700,A
8097500,5/5/1942,5500,A
8097500,5/6/1942,3840,A
8097500,5/7/1942,9320,A
8097500,5/8/1942,13100,A
8097500,5/9/1942,6140,A
8097500,5/10/1942,5260,A
8097500,5/11/1942,4910,A
8097500,5/12/1942,16700,A
8097500,5/13/1942,4620,A
8097500,5/14/1942,3000,A
8097500,5/15/1942,5590,A
8097500,5/16/1942,3210,A
8097500,5/17/1942,3420,A
8097500,5/18/1942,4460,A
8097500,5/19/1942,16600,A
8097500,5/20/1942,48900,A
8097500,5/21/1942,43700,A
8097500,5/22/1942,17900,A
8097500,5/23/1942,16400,A
8097500,5/24/1942,9010,A
8097500,5/25/1942,11900,A
8097500,5/26/1942,7220,A
8097500,5/27/1942,8090,A
8097500,5/28/1942,8910,A
8097500,5/29/1942,7820,A
8097500,5/30/1942,5190,A
8097500,5/31/1942,3760,A
8097500,6/1/1942,3210,A
8097500,6/2/1942,3450,A
8097500,6/3/1942,2930,A
8097500,6/4/1942,2200,A
8097500,6/5/1942,3030,A
8097500,6/6/1942,3920,A
8097500,6/7/1942,15800,A
8097500,6/8/1942,11700,A
8097500,6/9/1942,12900,A
8097500,6/10/1942,14700,A
8097500,6/11/1942,14600,A
8097500,6/12/1942,22200,A
8097500,6/13/1942,9500,A
8097500,6/14/1942,8660,A
8097500,6/15/1942,25100,A
8097500,6/16/1942,42000,A
8097500,6/17/1942,32800,A
8097500,6/18/1942,17500,A
8097500,6/19/1942,13000,A
8097500,6/20/1942,31100,A
8097500,6/21/1942,6710,A
8097500,6/22/1942,4580,A
8097500,6/23/1942,5650,A
8097500,6/24/1942,7580,A
8097500,6/25/1942,5700,A
8097500,6/26/1942,5030,A
8097500,6/27/1942,3460,A
8097500,6/28/1942,2140,A
8097500,6/29/1942,1960,A
8097500,6/30/1942,1760,A
8097500,7/1/1942,1570,A
8097500,7/2/1942,2250,A
8097500,7/3/1942,1570,A
8097500,7/4/1942,1520,A
8097500,7/5/1942,1520,A
8097500,7/6/1942,1520,A
8097500,7/7/1942,1520,A
8097500,7/8/1942,1390,A
8097500,7/9/1942,1310,A
8097500,7/10/1942,1230,A
8097500,7/11/1942,1040,A
8097500,7/12/1942,892,A
8097500,7/13/1942,844,A
8097500,7/14/1942,724,A
8097500,7/15/1942,917,A
8097500,7/16/1942,1040,A
8097500,7/17/1942,754,A
8097500,7/18/1942,706,A
8097500,7/19/1942,747,A
8097500,7/20/1942,828,A
8097500,7/21/1942,670,A
8097500,7/22/1942,630,A
8097500,7/23/1942,610,A
8097500,7/24/1942,837,A
8097500,7/25/1942,676,A
8097500,7/26/1942,615,A
8097500,7/27/1942,595,A
8097500,7/28/1942,817,A
8097500,7/29/1942,645,A
8097500,7/30/1942,585,A
8097500,7/31/1942,575,A
8097500,8/1/1942,554,A
8097500,8/2/1942,554,A
8097500,8/3/1942,550,A
8097500,8/4/1942,534,A
8097500,8/5/1942,498,A
8097500,8/6/1942,498,A
8097500,8/7/1942,490,A
8097500,8/8/1942,478,A
8097500,8/9/1942,478,A
8097500,8/10/1942,470,A
8097500,8/11/1942,470,A
8097500,8/12/1942,482,A
8097500,8/13/1942,436,A
8097500,8/14/1942,415,A
8097500,8/15/1942,454,A
8097500,8/16/1942,478,A
8097500,8/17/1942,494,A
8097500,8/18/1942,577,A
8097500,8/19/1942,955,A
8097500,8/20/1942,934,A
8097500,8/21/1942,802,A
8097500,8/22/1942,608,A
8097500,8/23/1942,526,A
8097500,8/24/1942,2030,A
8097500,8/25/1942,4900,A
8097500,8/26/1942,2820,A
8097500,8/27/1942,1820,A
8097500,8/28/1942,1350,A
8097500,8/29/1942,1390,A
8097500,8/30/1942,1310,A
8097500,8/31/1942,1270,A
8097500,9/1/1942,1230,A
8097500,9/2/1942,1070,A
8097500,9/3/1942,1250,A
8097500,9/4/1942,2680,A
8097500,9/5/1942,5780,A
8097500,9/6/1942,3690,A
8097500,9/7/1942,8380,A
8097500,9/8/1942,60700,A
8097500,9/9/1942,39500,A
8097500,9/10/1942,20900,A
8097500,9/11/1942,13100,A
8097500,9/12/1942,10600,A
8097500,9/13/1942,7820,A
8097500,9/14/1942,6500,A
8097500,9/15/1942,5220,A
8097500,9/16/1942,3360,A
8097500,9/17/1942,2320,A
8097500,9/18/1942,1710,A
8097500,9/19/1942,1520,A
8097500,9/20/1942,1520,A
8097500,9/21/1942,1130,A
8097500,9/22/1942,969,A
8097500,9/23/1942,906,A
8097500,9/24/1942,850,A
8097500,9/25/1942,1030,A
8097500,9/26/1942,5510,A
8097500,9/27/1942,4430,A
8097500,9/28/1942,2890,A
8097500,9/29/1942,1710,A
8097500,9/30/1942,1440,A
8097500,10/1/1942,1310,A
8097500,10/2/1942,1190,A
8097500,10/3/1942,1100,A
8097500,10/4/1942,1150,A
8097500,10/5/1942,998,A
8097500,10/6/1942,955,A
8097500,10/7/1942,906,A
8097500,10/8/1942,838,A
8097500,10/9/1942,826,A
8097500,10/10/1942,718,A
8097500,10/11/1942,670,A
8097500,10/12/1942,635,A
8097500,10/13/1942,615,A
8097500,10/14/1942,580,A
8097500,10/15/1942,585,A
8097500,10/16/1942,700,A
8097500,10/17/1942,2190,A
8097500,10/18/1942,29800,A
8097500,10/19/1942,52400,A
8097500,10/20/1942,43300,A
8097500,10/21/1942,34500,A
8097500,10/22/1942,22800,A
8097500,10/23/1942,11900,A
8097500,10/24/1942,11900,A
8097500,10/25/1942,11700,A
8097500,10/26/1942,9540,A
8097500,10/27/1942,6100,A
8097500,10/28/1942,4950,A
8097500,10/29/1942,3520,A
8097500,10/30/1942,2380,A
8097500,10/31/1942,4030,A
8097500,11/1/1942,3630,A
8097500,11/2/1942,2910,A
8097500,11/3/1942,2220,A
8097500,11/4/1942,2020,A
8097500,11/5/1942,3920,A
8097500,11/6/1942,5120,A
8097500,11/7/1942,3170,A
8097500,11/8/1942,2380,A
8097500,11/9/1942,2510,A
8097500,11/10/1942,2530,A
8097500,11/11/1942,5300,A
8097500,11/12/1942,3600,A
8097500,11/13/1942,2580,A
8097500,11/14/1942,2510,A
8097500,11/15/1942,2100,A
8097500,11/16/1942,1520,A
8097500,11/17/1942,1520,A
8097500,11/18/1942,1480,A
8097500,11/19/1942,1440,A
8097500,11/20/1942,1440,A
8097500,11/21/1942,1390,A
8097500,11/22/1942,1570,A
8097500,11/23/1942,1570,A
8097500,11/24/1942,1310,A
8097500,11/25/1942,1310,A
8097500,11/26/1942,1270,A
8097500,11/27/1942,1190,A
8097500,11/28/1942,1230,A
8097500,11/29/1942,1660,A
8097500,11/30/1942,1130,A
8097500,12/1/1942,1050,A
8097500,12/2/1942,1040,A
8097500,12/3/1942,1040,A
8097500,12/4/1942,1020,A
8097500,12/5/1942,1020,A
8097500,12/6/1942,1040,A
8097500,12/7/1942,1090,A
8097500,12/8/1942,1480,A
8097500,12/9/1942,1050,A
8097500,12/10/1942,1020,A
8097500,12/11/1942,1010,A
8097500,12/12/1942,1090,A
8097500,12/13/1942,1480,A
8097500,12/14/1942,927,A
8097500,12/15/1942,878,A
8097500,12/16/1942,899,A
8097500,12/17/1942,857,A
8097500,12/18/1942,857,A
8097500,12/19/1942,850,A
8097500,12/20/1942,955,A
8097500,12/21/1942,1620,A
8097500,12/22/1942,3780,A
8097500,12/23/1942,3140,A
8097500,12/24/1942,2720,A
8097500,12/25/1942,2440,A
8097500,12/26/1942,1620,A
8097500,12/27/1942,3430,A
8097500,12/28/1942,3660,A
8097500,12/29/1942,1710,A
8097500,12/30/1942,1310,A
8097500,12/31/1942,1230,A
8097500,1/1/1943,1150,A
8097500,1/2/1943,1100,A
8097500,1/3/1943,1090,A
8097500,1/4/1943,1090,A
8097500,1/5/1943,1100,A
8097500,1/6/1943,1130,A
8097500,1/7/1943,1990,A
8097500,1/8/1943,1950,A
8097500,1/9/1943,1100,A
8097500,1/10/1943,955,A
8097500,1/11/1943,927,A
8097500,1/12/1943,920,A
8097500,1/13/1943,892,A
8097500,1/14/1943,899,A
8097500,1/15/1943,885,A
8097500,1/16/1943,885,A
8097500,1/17/1943,871,A
8097500,1/18/1943,857,A
8097500,1/19/1943,857,A
8097500,1/20/1943,850,A
8097500,1/21/1943,857,A
8097500,1/22/1943,838,A
8097500,1/23/1943,820,A
8097500,1/24/1943,969,A
8097500,1/25/1943,1440,A
8097500,1/26/1943,1660,A
8097500,1/27/1943,1710,A
8097500,1/28/1943,1710,A
8097500,1/29/1943,1710,A
8097500,1/30/1943,1710,A
8097500,1/31/1943,1710,A
8097500,2/1/1943,1710,A
8097500,2/2/1943,1710,A
8097500,2/3/1943,2140,A
8097500,2/4/1943,2380,A
8097500,2/5/1943,1810,A
8097500,2/6/1943,1760,A
8097500,2/7/1943,1760,A
8097500,2/8/1943,1710,A
8097500,2/9/1943,1760,A
8097500,2/10/1943,1710,A
8097500,2/11/1943,1660,A
8097500,2/12/1943,1570,A
8097500,2/13/1943,1570,A
8097500,2/14/1943,1620,A
8097500,2/15/1943,1620,A
8097500,2/16/1943,1570,A
8097500,2/17/1943,1570,A
8097500,2/18/1943,1620,A
8097500,2/19/1943,1660,A
8097500,2/20/1943,1710,A
8097500,2/21/1943,1760,A
8097500,2/22/1943,1760,A
8097500,2/23/1943,1710,A
8097500,2/24/1943,1710,A
8097500,2/25/1943,1660,A
8097500,2/26/1943,1620,A
8097500,2/27/1943,1520,A
8097500,2/28/1943,1520,A
8097500,3/1/1943,1520,A
8097500,3/2/1943,1520,A
8097500,3/3/1943,1520,A
8097500,3/4/1943,1570,A
8097500,3/5/1943,1570,A
8097500,3/6/1943,1520,A
8097500,3/7/1943,1480,A
8097500,3/8/1943,1520,A
8097500,3/9/1943,1570,A
8097500,3/10/1943,1520,A
8097500,3/11/1943,1520,A
8097500,3/12/1943,1520,A
8097500,3/13/1943,1570,A
8097500,3/14/1943,1660,A
8097500,3/15/1943,2440,A
8097500,3/16/1943,2720,A
8097500,3/17/1943,2440,A
8097500,3/18/1943,2080,A
8097500,3/19/1943,1710,A
8097500,3/20/1943,1570,A
8097500,3/21/1943,1520,A
8097500,3/22/1943,1480,A
8097500,3/23/1943,1480,A
8097500,3/24/1943,1570,A
8097500,3/25/1943,4490,A
8097500,3/26/1943,3680,A
8097500,3/27/1943,8150,A
8097500,3/28/1943,5140,A
8097500,3/29/1943,3760,A
8097500,3/30/1943,2960,A
8097500,3/31/1943,2480,A
8097500,4/1/1943,2190,A
8097500,4/2/1943,1980,A
8097500,4/3/1943,1840,A
8097500,4/4/1943,1700,A
8097500,4/5/1943,1640,A
8097500,4/6/1943,1580,A
8097500,4/7/1943,1460,A
8097500,4/8/1943,1940,A
8097500,4/9/1943,8460,A
8097500,4/10/1943,7580,A
8097500,4/11/1943,3520,A
8097500,4/12/1943,3440,A
8097500,4/13/1943,2960,A
8097500,4/14/1943,2560,A
8097500,4/15/1943,2960,A
8097500,4/16/1943,2960,A
8097500,4/17/1943,2990,A
8097500,4/18/1943,2420,A
8097500,4/19/1943,2560,A
8097500,4/20/1943,2120,A
8097500,4/21/1943,2050,A
8097500,4/22/1943,2190,A
8097500,4/23/1943,2120,A
8097500,4/24/1943,1980,A
8097500,4/25/1943,1840,A
8097500,4/26/1943,1700,A
8097500,4/27/1943,1640,A
8097500,4/28/1943,1580,A
8097500,4/29/1943,1700,A
8097500,4/30/1943,1770,A
8097500,5/1/1943,1640,A
8097500,5/2/1943,1640,A
8097500,5/3/1943,1580,A
8097500,5/4/1943,1410,A
8097500,5/5/1943,1460,A
8097500,5/6/1943,1460,A
8097500,5/7/1943,1990,A
8097500,5/8/1943,4650,A
8097500,5/9/1943,6660,A
8097500,5/10/1943,4640,A
8097500,5/11/1943,5540,A
8097500,5/12/1943,4390,A
8097500,5/13/1943,2400,A
8097500,5/14/1943,2480,A
8097500,5/15/1943,1640,A
8097500,5/16/1943,990,A
8097500,5/17/1943,846,A
8097500,5/18/1943,760,A
8097500,5/19/1943,682,A
8097500,5/20/1943,670,A
8097500,5/21/1943,589,A
8097500,5/22/1943,832,A
8097500,5/23/1943,4330,A
8097500,5/24/1943,3460,A
8097500,5/25/1943,4440,A
8097500,5/26/1943,2770,A
8097500,5/27/1943,1460,A
8097500,5/28/1943,1070,A
8097500,5/29/1943,1310,A
8097500,5/30/1943,1920,A
8097500,5/31/1943,1980,A
8097500,6/1/1943,1270,A
8097500,6/2/1943,1920,A
8097500,6/3/1943,2400,A
8097500,6/4/1943,1980,A
8097500,6/5/1943,1980,A
8097500,6/6/1943,1340,A
8097500,6/7/1943,2540,A
8097500,6/8/1943,2480,A
8097500,6/9/1943,2060,A
8097500,6/10/1943,4740,A
8097500,6/11/1943,3520,A
8097500,6/12/1943,2190,A
8097500,6/13/1943,1310,A
8097500,6/14/1943,1060,A
8097500,6/15/1943,1010,A
8097500,6/16/1943,1460,A
8097500,6/17/1943,1260,A
8097500,6/18/1943,1260,A
8097500,6/19/1943,1220,A
8097500,6/20/1943,975,A
8097500,6/21/1943,880,A
8097500,6/22/1943,1110,A
8097500,6/23/1943,1120,A
8097500,6/24/1943,1100,A
8097500,6/25/1943,767,A
8097500,6/26/1943,632,A
8097500,6/27/1943,584,A
8097500,6/28/1943,432,A
8097500,6/29/1943,398,A
8097500,6/30/1943,689,A
8097500,7/1/1943,859,A
8097500,7/2/1943,1060,A
8097500,7/3/1943,998,A
8097500,7/4/1943,786,A
8097500,7/5/1943,908,A
8097500,7/6/1943,1220,A
8097500,7/7/1943,1360,A
8097500,7/8/1943,1150,A
8097500,7/9/1943,1060,A
8097500,7/10/1943,1000,A
8097500,7/11/1943,1270,A
8097500,7/12/1943,1540,A
8097500,7/13/1943,664,A
8097500,7/14/1943,637,A
8097500,7/15/1943,1080,A
8097500,7/16/1943,1220,A
8097500,7/17/1943,1040,A
8097500,7/18/1943,735,A
8097500,7/19/1943,534,A
8097500,7/20/1943,670,A
8097500,7/21/1943,819,A
8097500,7/22/1943,832,A
8097500,7/23/1943,866,A
8097500,7/24/1943,839,A
8097500,7/25/1943,694,A
8097500,7/26/1943,519,A
8097500,7/27/1943,854,A
8097500,7/28/1943,1040,A
8097500,7/29/1943,1310,A
8097500,7/30/1943,1580,A
